Protein.stable.ID
ENSP00000482968
ENSP00000337452
ENSP00000216639
ENSP00000345096
ENSP00000479134
ENSP00000353452
ENSP00000366957
ENSP00000493613
ENSP00000251020
ENSP00000353362
ENSP00000315371
ENSP00000384792
ENSP00000352608
ENSP00000469759
ENSP00000380349
ENSP00000340409
ENSP00000496394
ENSP00000262186
ENSP00000355533
ENSP00000398266
ENSP00000426638
ENSP00000402510
ENSP00000251654
ENSP00000302620
ENSP00000281513
ENSP00000496044
ENSP00000357461
ENSP00000387393
ENSP00000362125
ENSP00000364586
ENSP00000362396
ENSP00000295987
ENSP00000274008
ENSP00000264079
ENSP00000257248
ENSP00000262916
ENSP00000386896
ENSP00000317232
ENSP00000348965
ENSP00000492751
ENSP00000478084
ENSP00000493815
ENSP00000368024
ENSP00000464087
ENSP00000345728
ENSP00000257287
ENSP00000229769
ENSP00000262854
ENSP00000287239
ENSP00000055682
ENSP00000228347
ENSP00000318900
ENSP00000489897
ENSP00000380779
ENSP00000284995
ENSP00000226760
ENSP00000301215
ENSP00000402732
ENSP00000262464
ENSP00000363193
ENSP00000364133
ENSP00000358549
ENSP00000326018
ENSP00000256190
ENSP00000416250
ENSP00000477141
ENSP00000260665
ENSP00000257347
ENSP00000416293
ENSP00000320794
ENSP00000364163
ENSP00000495951
ENSP00000365551
ENSP00000237596
ENSP00000294008
ENSP00000262903
ENSP00000302486
ENSP00000274813
ENSP00000217289
ENSP00000328570
ENSP00000264938
ENSP00000376188
ENSP00000502379
ENSP00000292180
ENSP00000453793
ENSP00000262304
ENSP00000366093
ENSP00000234071
ENSP00000360242
ENSP00000239027
ENSP00000359878
ENSP00000454071
ENSP00000373706
ENSP00000264126
ENSP00000496347
ENSP00000266744
ENSP00000288133
ENSP00000428719
ENSP00000259008
ENSP00000501606
ENSP00000477455
ENSP00000230124
ENSP00000355718
ENSP00000498577
ENSP00000498360
ENSP00000501957
ENSP00000497605
ENSP00000378260
ENSP00000377747
ENSP00000242317
ENSP00000233741
ENSP00000369857
ENSP00000361446
ENSP00000229264
ENSP00000432943
ENSP00000495418
ENSP00000262948
ENSP00000261499
ENSP00000313504
ENSP00000365255
ENSP00000501331
ENSP00000287777
ENSP00000363708
ENSP00000358335
ENSP00000308452
ENSP00000303208
ENSP00000341565
ENSP00000354057
ENSP00000432568
ENSP00000424243
ENSP00000438388
ENSP00000355180
ENSP00000217086
ENSP00000326603
ENSP00000339933
ENSP00000356771
ENSP00000355141
ENSP00000359149
ENSP00000353078
ENSP00000308193
ENSP00000345752
ENSP00000293670
ENSP00000313059
ENSP00000450831
ENSP00000376802
ENSP00000262518
ENSP00000497784
ENSP00000417175
ENSP00000352572
ENSP00000263253
ENSP00000264428
ENSP00000422168
ENSP00000251582
ENSP00000357998
ENSP00000252825
ENSP00000494260
ENSP00000280481
ENSP00000253801
ENSP00000276390
ENSP00000367446
ENSP00000489255
ENSP00000498587
ENSP00000367558
ENSP00000264731
ENSP00000369889
ENSP00000247138
ENSP00000324856
ENSP00000222803
ENSP00000396320
ENSP00000327214
ENSP00000236671
ENSP00000288135
ENSP00000327048
ENSP00000265713
ENSP00000225873
ENSP00000299314
ENSP00000271915
ENSP00000406861
ENSP00000267294
ENSP00000360882
ENSP00000348821
ENSP00000368332
ENSP00000373918
ENSP00000327758
ENSP00000367705
ENSP00000384582
ENSP00000360373
ENSP00000377862
ENSP00000494040
ENSP00000390600
ENSP00000308176
ENSP00000205557
ENSP00000269305
ENSP00000325819
ENSP00000430236
ENSP00000495385
ENSP00000470972
ENSP00000360327
ENSP00000434359
ENSP00000263857
ENSP00000392028
ENSP00000423660
ENSP00000347232
ENSP00000368278
ENSP00000349351
ENSP00000368682
ENSP00000263321
ENSP00000482264
ENSP00000496496
ENSP00000367405
ENSP00000337445
ENSP00000352706
ENSP00000441518
ENSP00000225387
ENSP00000316605
ENSP00000494352
ENSP00000454973
ENSP00000265967
ENSP00000312778
ENSP00000367527
ENSP00000344314
ENSP00000343273
ENSP00000216774
ENSP00000362298
ENSP00000264451
ENSP00000332549
ENSP00000360158
ENSP00000329002
ENSP00000312987
ENSP00000382423
ENSP00000353332
ENSP00000371846
ENSP00000222747
ENSP00000321618
ENSP00000176643
ENSP00000359839
ENSP00000415516
ENSP00000251595
ENSP00000301015
ENSP00000252029
ENSP00000225698
ENSP00000338868
ENSP00000216373
ENSP00000353826
ENSP00000498485
ENSP00000370337
ENSP00000264956
ENSP00000400162
ENSP00000269228
ENSP00000326674
ENSP00000260731
ENSP00000434034
ENSP00000413251
ENSP00000373340
ENSP00000436786
ENSP00000475939
ENSP00000497003
ENSP00000338806
ENSP00000334198
ENSP00000382204
ENSP00000302625
ENSP00000363822
ENSP00000380505
ENSP00000287020
ENSP00000494147
ENSP00000414670
ENSP00000374455
ENSP00000222329
ENSP00000354900
ENSP00000282753
ENSP00000337443
ENSP00000494750
ENSP00000502585
ENSP00000261892
ENSP00000364412
ENSP00000495481
ENSP00000222572
ENSP00000337103
ENSP00000430202
ENSP00000356319
ENSP00000370526
ENSP00000494141
ENSP00000246868
ENSP00000309096
ENSP00000376322
ENSP00000494572
ENSP00000269122
ENSP00000393379
ENSP00000378198
ENSP00000456500
ENSP00000251102
ENSP00000495726
ENSP00000358532
ENSP00000365514
ENSP00000362664
ENSP00000367872
ENSP00000362300
ENSP00000320885
ENSP00000501239
ENSP00000375942
ENSP00000500925
ENSP00000247005
ENSP00000363972
ENSP00000350386
ENSP00000256084
ENSP00000363944
ENSP00000261866
ENSP00000261652
ENSP00000254108
ENSP00000313420
ENSP00000270162
ENSP00000401514
ENSP00000363973
ENSP00000297338
ENSP00000451605
ENSP00000495986
ENSP00000216455
ENSP00000251119
ENSP00000359151
ENSP00000276449
ENSP00000280362
ENSP00000379866
ENSP00000261304
ENSP00000425081
ENSP00000386881
ENSP00000481956
ENSP00000495855
ENSP00000365891
ENSP00000262493
ENSP00000254250
ENSP00000355645
ENSP00000287538
ENSP00000496007
ENSP00000307342
ENSP00000497413
ENSP00000331902
ENSP00000495254
ENSP00000301030
ENSP00000271715
ENSP00000483881
ENSP00000289292
ENSP00000267622
ENSP00000252699
ENSP00000301061
ENSP00000173229
ENSP00000245903
ENSP00000251472
ENSP00000307786
ENSP00000300119
ENSP00000375809
ENSP00000360126
ENSP00000243964
ENSP00000495240
ENSP00000398837
ENSP00000264094
ENSP00000458954
ENSP00000308541
ENSP00000452786
ENSP00000335632
ENSP00000490785
ENSP00000495601
ENSP00000497217
ENSP00000272602
ENSP00000480291
ENSP00000324122
ENSP00000265562
ENSP00000236850
ENSP00000373905
ENSP00000391759
ENSP00000365462
ENSP00000362299
ENSP00000417960
ENSP00000360541
ENSP00000306920
ENSP00000254722
ENSP00000351957
ENSP00000346440
ENSP00000245206
ENSP00000279281
ENSP00000406549
ENSP00000364277
ENSP00000362207
ENSP00000267430
ENSP00000497815
ENSP00000354032
ENSP00000493946
ENSP00000329967
ENSP00000217740
ENSP00000356257
ENSP00000364839
ENSP00000220616
ENSP00000409324
ENSP00000353735
ENSP00000484525
ENSP00000262965
ENSP00000415961
ENSP00000384969
ENSP00000311336
ENSP00000366829
ENSP00000246914
ENSP00000318195
ENSP00000264914
ENSP00000358142
ENSP00000320709
ENSP00000238558
ENSP00000491215
ENSP00000363958
ENSP00000320485
ENSP00000448387
ENSP00000354730
ENSP00000384537
ENSP00000479542
ENSP00000358165
ENSP00000264057
ENSP00000358590
ENSP00000338967
ENSP00000381023
ENSP00000264144
ENSP00000351894
ENSP00000374045
ENSP00000255266
ENSP00000232003
ENSP00000304689
ENSP00000264025
ENSP00000313309
ENSP00000485478
ENSP00000171111
ENSP00000354091
ENSP00000310094
ENSP00000354826
ENSP00000501218
ENSP00000265348
ENSP00000262719
ENSP00000332444
ENSP00000324573
ENSP00000278612
ENSP00000263980
ENSP00000344950
ENSP00000367229
ENSP00000239938
ENSP00000248244
ENSP00000326759
ENSP00000336775
ENSP00000301740
ENSP00000404029
ENSP00000327465
ENSP00000503828
ENSP00000346484
ENSP00000276198
ENSP00000264183
ENSP00000244745
ENSP00000354878
ENSP00000439479
ENSP00000231484
ENSP00000223073
ENSP00000305899
ENSP00000367747
ENSP00000419970
ENSP00000354558
ENSP00000226382
ENSP00000330460
ENSP00000348020
ENSP00000506350
ENSP00000384675
ENSP00000287766
ENSP00000262554
ENSP00000332353
ENSP00000360616
ENSP00000440984
ENSP00000215095
ENSP00000261769
ENSP00000420557
ENSP00000485525
ENSP00000487486
ENSP00000023064
ENSP00000378177
ENSP00000498766
ENSP00000384179
ENSP00000359245
ENSP00000362273
ENSP00000496779
ENSP00000355675
ENSP00000266079
ENSP00000304350
ENSP00000490272
ENSP00000376177
ENSP00000317619
ENSP00000410833
ENSP00000331369
ENSP00000493871
ENSP00000386759
ENSP00000295731
ENSP00000360154
ENSP00000298854
ENSP00000362690
ENSP00000358866
ENSP00000384152
ENSP00000356370
ENSP00000261416
ENSP00000207549
ENSP00000268695
ENSP00000360613
ENSP00000385107
ENSP00000389682
ENSP00000498265
ENSP00000452762
ENSP00000497896
ENSP00000496184
ENSP00000383894
ENSP00000501377
ENSP00000282561
ENSP00000261646
ENSP00000417980
ENSP00000326570
ENSP00000262407
ENSP00000448012
ENSP00000367851
ENSP00000346805
ENSP00000398568
ENSP00000261799
ENSP00000476242
ENSP00000301732
ENSP00000268766
ENSP00000356587
ENSP00000427687
ENSP00000408979
ENSP00000312273
ENSP00000490105
ENSP00000364887
ENSP00000384823
ENSP00000377934
ENSP00000433681
ENSP00000369647
ENSP00000349687
ENSP00000376410
ENSP00000358861
ENSP00000372411
ENSP00000269703
ENSP00000468404
ENSP00000308122
ENSP00000377401
ENSP00000497260
ENSP00000325785
ENSP00000358247
ENSP00000365439
ENSP00000269097
ENSP00000340278
ENSP00000264170
ENSP00000379442
ENSP00000345708
ENSP00000350928
ENSP00000333946
ENSP00000220592
ENSP00000358894
ENSP00000408108
ENSP00000340935
ENSP00000263726
ENSP00000264233
ENSP00000308895
ENSP00000274496
ENSP00000502190
ENSP00000265686
ENSP00000299427
ENSP00000367910
ENSP00000358857
ENSP00000491316
ENSP00000321617
ENSP00000265077
ENSP00000488055
ENSP00000354778
ENSP00000431140
ENSP00000496423
ENSP00000495274
ENSP00000401513
ENSP00000242057
ENSP00000338861
ENSP00000311816
ENSP00000495497
ENSP00000495214
ENSP00000251268
ENSP00000489262
ENSP00000334958
ENSP00000384290
ENSP00000382731
ENSP00000481334
ENSP00000506463
ENSP00000301019
ENSP00000344848
ENSP00000379915
ENSP00000412513
ENSP00000434552
ENSP00000344087
ENSP00000340510
ENSP00000322568
ENSP00000238647
ENSP00000312770
ENSP00000376249
ENSP00000339299
ENSP00000299441
ENSP00000206765
ENSP00000428205
ENSP00000450399
ENSP00000377845
ENSP00000363189
ENSP00000320658
ENSP00000495760
ENSP00000384523
ENSP00000379046
ENSP00000315602
ENSP00000359034
ENSP00000358716
ENSP00000376899
ENSP00000240189
ENSP00000479203
ENSP00000365322
ENSP00000344411
ENSP00000411103
ENSP00000445688
ENSP00000476960
ENSP00000484391
ENSP00000234739
ENSP00000507808
ENSP00000480484
ENSP00000507327
ENSP00000352672
ENSP00000364912
ENSP00000463048
ENSP00000384442
ENSP00000356545
ENSP00000356518
ENSP00000399679
ENSP00000287859
ENSP00000375855
ENSP00000309116
ENSP00000355923
ENSP00000355500
ENSP00000330904
ENSP00000383873
ENSP00000362945
ENSP00000362807
ENSP00000349748
ENSP00000327440
ENSP00000294635
ENSP00000417583
ENSP00000480946
ENSP00000343377
ENSP00000414022
ENSP00000377086
ENSP00000355001
ENSP00000386588
ENSP00000386810
ENSP00000307939
ENSP00000295124
ENSP00000283206
ENSP00000331411
ENSP00000306637
ENSP00000303686
ENSP00000263239
ENSP00000295321
ENSP00000386786
ENSP00000386294
ENSP00000175756
ENSP00000392718
ENSP00000507284
ENSP00000327417
ENSP00000390181
ENSP00000288670
ENSP00000283243
ENSP00000331727
ENSP00000498841
ENSP00000348278
ENSP00000260970
ENSP00000391504
ENSP00000364361
ENSP00000378418
ENSP00000339723
ENSP00000312385
ENSP00000249504
ENSP00000249499
ENSP00000315949
ENSP00000507052
ENSP00000346160
ENSP00000303252
ENSP00000305979
ENSP00000311273
ENSP00000263955
ENSP00000263956
ENSP00000234296
ENSP00000264279
ENSP00000376071
ENSP00000363545
ENSP00000233809
ENSP00000506917
ENSP00000398798
ENSP00000295709
ENSP00000258415
ENSP00000340776
ENSP00000281830
ENSP00000258390
ENSP00000493109
ENSP00000493152
ENSP00000345229
ENSP00000305877
ENSP00000375881
ENSP00000264051
ENSP00000302251
ENSP00000264605
ENSP00000321179
ENSP00000270357
ENSP00000384084
ENSP00000353249
ENSP00000260643
ENSP00000403181
ENSP00000302801
ENSP00000384192
ENSP00000238823
ENSP00000280527
ENSP00000405111
ENSP00000387020
ENSP00000281961
ENSP00000282388
ENSP00000260653
ENSP00000327611
ENSP00000385158
ENSP00000264436
ENSP00000244230
ENSP00000264447
ENSP00000430968
ENSP00000386869
ENSP00000366603
ENSP00000295802
ENSP00000323659
ENSP00000237455
ENSP00000492954
ENSP00000381214
ENSP00000418948
ENSP00000391950
ENSP00000500419
ENSP00000397028
ENSP00000311035
ENSP00000377370
ENSP00000507390
ENSP00000320688
ENSP00000502603
ENSP00000265026
ENSP00000265245
ENSP00000328813
ENSP00000282538
ENSP00000232974
ENSP00000405047
ENSP00000379368
ENSP00000266037
ENSP00000283268
ENSP00000349124
ENSP00000296422
ENSP00000265164
ENSP00000317333
ENSP00000281321
ENSP00000393017
ENSP00000371770
ENSP00000296503
ENSP00000257408
ENSP00000295645
ENSP00000339245
ENSP00000254803
ENSP00000307822
ENSP00000306884
ENSP00000424668
ENSP00000286794
ENSP00000425040
ENSP00000239440
ENSP00000334223
ENSP00000333181
ENSP00000261944
ENSP00000492946
ENSP00000231357
ENSP00000252744
ENSP00000261569
ENSP00000274341
ENSP00000275169
ENSP00000376269
ENSP00000251691
ENSP00000496415
ENSP00000356623
ENSP00000356224
ENSP00000507157
ENSP00000439467
ENSP00000259711
ENSP00000330074
ENSP00000252211
ENSP00000455906
ENSP00000365201
ENSP00000364687
ENSP00000353099
ENSP00000364076
ENSP00000475177
ENSP00000402855
ENSP00000341368
ENSP00000237201
ENSP00000414302
ENSP00000358400
ENSP00000358242
ENSP00000389575
ENSP00000262932
ENSP00000300179
ENSP00000503354
ENSP00000368771
ENSP00000441929
ENSP00000302716
ENSP00000292535
ENSP00000485230
ENSP00000392423
ENSP00000312379
ENSP00000410759
ENSP00000489535
ENSP00000284601
ENSP00000320566
ENSP00000314480
ENSP00000223023
ENSP00000297788
ENSP00000402346
ENSP00000463287
ENSP00000367817
ENSP00000501457
ENSP00000416040
ENSP00000418648
ENSP00000374922
ENSP00000488338
ENSP00000386210
ENSP00000492907
ENSP00000499129
ENSP00000367300
ENSP00000247930
ENSP00000493970
ENSP00000418647
ENSP00000344838
ENSP00000262189
ENSP00000341662
ENSP00000384048
ENSP00000252971
ENSP00000374069
ENSP00000242261
ENSP00000222567
ENSP00000408792
ENSP00000494186
ENSP00000222674
ENSP00000005587
ENSP00000506962
ENSP00000006015
ENSP00000497112
ENSP00000350359
ENSP00000492766
ENSP00000386790
ENSP00000390837
ENSP00000009041
ENSP00000430514
ENSP00000181839
ENSP00000379228
ENSP00000242248
ENSP00000258772
ENSP00000489712
ENSP00000497679
ENSP00000385560
ENSP00000395538
ENSP00000485448
ENSP00000297186
ENSP00000307260
ENSP00000420494
ENSP00000223398
ENSP00000309233
ENSP00000223145
ENSP00000334319
ENSP00000344831
ENSP00000265728
ENSP00000287934
ENSP00000405514
ENSP00000297293
ENSP00000404923
ENSP00000318966
ENSP00000287394
ENSP00000378784
ENSP00000349486
ENSP00000484472
ENSP00000330361
ENSP00000327077
ENSP00000349324
ENSP00000430241
ENSP00000479216
ENSP00000493555
ENSP00000353246
ENSP00000289957
ENSP00000492193
ENSP00000325506
ENSP00000385704
ENSP00000284818
ENSP00000385927
ENSP00000316496
ENSP00000429807
ENSP00000277216
ENSP00000321026
ENSP00000376909
ENSP00000361010
ENSP00000360829
ENSP00000311134
ENSP00000347213
ENSP00000369695
ENSP00000290943
ENSP00000368265
ENSP00000307604
ENSP00000382815
ENSP00000482447
ENSP00000365807
ENSP00000345848
ENSP00000378531
ENSP00000357581
ENSP00000365637
ENSP00000365310
ENSP00000364526
ENSP00000263126
ENSP00000211998
ENSP00000360031
ENSP00000342828
ENSP00000282251
ENSP00000314348
ENSP00000485659
ENSP00000364449
ENSP00000493036
ENSP00000436812
ENSP00000265909
ENSP00000341637
ENSP00000304226
ENSP00000318956
ENSP00000493015
ENSP00000366607
ENSP00000301873
ENSP00000312318
ENSP00000308117
ENSP00000311360
ENSP00000327763
ENSP00000380552
ENSP00000485108
ENSP00000202773
ENSP00000400669
ENSP00000366271
ENSP00000311135
ENSP00000310338
ENSP00000309479
ENSP00000261900
ENSP00000293379
ENSP00000368987
ENSP00000368986
ENSP00000257868
ENSP00000353444
ENSP00000447941
ENSP00000229179
ENSP00000339250
ENSP00000330737
ENSP00000299157
ENSP00000267339
ENSP00000330218
ENSP00000364448
ENSP00000281589
ENSP00000304331
ENSP00000366757
ENSP00000366413
ENSP00000376652
ENSP00000216281
ENSP00000333633
ENSP00000374998
ENSP00000375014
ENSP00000484287
ENSP00000452209
ENSP00000353013
ENSP00000309790
ENSP00000353793
ENSP00000261783
ENSP00000451612
ENSP00000256362
ENSP00000324463
ENSP00000216487
ENSP00000216492
ENSP00000261994
ENSP00000507501
ENSP00000349723
ENSP00000268070
ENSP00000373600
ENSP00000433541
ENSP00000483673
ENSP00000478478
ENSP00000479113
ENSP00000483470
ENSP00000354497
ENSP00000306822
ENSP00000156471
ENSP00000327234
ENSP00000280236
ENSP00000382576
ENSP00000306123
ENSP00000317790
ENSP00000290607
ENSP00000300231
ENSP00000299957
ENSP00000373691
ENSP00000453854
ENSP00000261854
ENSP00000353699
ENSP00000260323
ENSP00000410613
ENSP00000342169
ENSP00000347712
ENSP00000316527
ENSP00000204549
ENSP00000373518
ENSP00000378803
ENSP00000314556
ENSP00000347484
ENSP00000369217
ENSP00000408132
ENSP00000343126
ENSP00000369050
ENSP00000391085
ENSP00000401089
ENSP00000307461
ENSP00000258884
ENSP00000508085
ENSP00000352413
ENSP00000335651
ENSP00000286760
ENSP00000286744
ENSP00000453581
ENSP00000268150
ENSP00000268138
ENSP00000407487
ENSP00000346389
ENSP00000379808
ENSP00000219837
ENSP00000261383
ENSP00000315859
ENSP00000349365
ENSP00000263025
ENSP00000432218
ENSP00000305424
ENSP00000474384
ENSP00000219746
ENSP00000305702
ENSP00000237353
ENSP00000268489
ENSP00000332407
ENSP00000293894
ENSP00000252172
ENSP00000378901
ENSP00000268989
ENSP00000507242
ENSP00000327191
ENSP00000320924
ENSP00000269576
ENSP00000478589
ENSP00000253799
ENSP00000386452
ENSP00000326324
ENSP00000460300
ENSP00000285243
ENSP00000461032
ENSP00000345824
ENSP00000300917
ENSP00000450461
ENSP00000307208
ENSP00000467271
ENSP00000293805
ENSP00000330051
ENSP00000257189
ENSP00000262126
ENSP00000447203
ENSP00000412302
ENSP00000508398
ENSP00000349494
ENSP00000319053
ENSP00000342012
ENSP00000467931
ENSP00000405012
ENSP00000252530
ENSP00000339823
ENSP00000413956
ENSP00000300853
ENSP00000472020
ENSP00000270235
ENSP00000270649
ENSP00000406318
ENSP00000291860
ENSP00000391121
ENSP00000326581
ENSP00000472306
ENSP00000245817
ENSP00000252840
ENSP00000480783
ENSP00000333519
ENSP00000202677
ENSP00000338290
ENSP00000246194
ENSP00000237536
ENSP00000217320
ENSP00000262879
ENSP00000307252
ENSP00000362071
ENSP00000361066
ENSP00000344322
ENSP00000360552
ENSP00000290291
ENSP00000484403
ENSP00000383421
ENSP00000347635
ENSP00000371785
ENSP00000270139
ENSP00000290219
ENSP00000371373
ENSP00000315700
ENSP00000347889
ENSP00000329915
ENSP00000308759
ENSP00000291688
ENSP00000340610
ENSP00000330596
ENSP00000263212
ENSP00000384343
ENSP00000304956
ENSP00000445093
ENSP00000216099
ENSP00000426455
ENSP00000293217
ENSP00000356505
ENSP00000370031
ENSP00000356405
ENSP00000375922
ENSP00000263275
ENSP00000229335
ENSP00000494775
ENSP00000482504
ENSP00000370521
ENSP00000347927
ENSP00000482313
ENSP00000362576
ENSP00000341940
ENSP00000491584
ENSP00000308937
ENSP00000297261
ENSP00000263388
ENSP00000377192
ENSP00000370090
ENSP00000257290
ENSP00000216181
ENSP00000356694
ENSP00000363071
ENSP00000339915
ENSP00000327145
ENSP00000264499
ENSP00000351832
ENSP00000219368
ENSP00000300527
ENSP00000355897
ENSP00000367797
ENSP00000302051
ENSP00000355010
ENSP00000263431
ENSP00000338010
ENSP00000355296
ENSP00000348019
ENSP00000299155
ENSP00000368496
ENSP00000368752
ENSP00000335076
ENSP00000252244
ENSP00000364265
ENSP00000260570
ENSP00000367465
ENSP00000265593
ENSP00000486676
ENSP00000493536
ENSP00000365116
ENSP00000496942
ENSP00000295598
ENSP00000263519
ENSP00000374443
ENSP00000487174
ENSP00000265295
ENSP00000497294
ENSP00000268125
ENSP00000411257
ENSP00000450962
ENSP00000497810
ENSP00000229771
ENSP00000381231
ENSP00000373648
ENSP00000312942
ENSP00000244571
ENSP00000296805
ENSP00000307101
ENSP00000364649
ENSP00000297185
ENSP00000415743
ENSP00000311291
ENSP00000333984
ENSP00000363680
ENSP00000321424
ENSP00000252826
ENSP00000288710
ENSP00000263621
ENSP00000251287
ENSP00000363649
ENSP00000217182
ENSP00000342392
ENSP00000309606
ENSP00000351157
ENSP00000498702
ENSP00000245615
ENSP00000344794
ENSP00000359567
ENSP00000359114
ENSP00000309714
ENSP00000380903
ENSP00000273077
ENSP00000496793
ENSP00000346659
ENSP00000402536
ENSP00000356237
ENSP00000261609
ENSP00000269571
ENSP00000437659
ENSP00000456206
ENSP00000265081
ENSP00000318298
ENSP00000215917
ENSP00000352172
ENSP00000487583
ENSP00000499655
ENSP00000494678
ENSP00000204961
ENSP00000281043
ENSP00000355106
ENSP00000231572
ENSP00000344566
ENSP00000415481
ENSP00000307143
